"COUNTRY","Country","INDICATOR","Indicator","EDUCATION_LEV","Education level","REF_SECTOR","Reference sector","YEAR","Year","Value","Flag Codes","Flags"
"AUT","Austria","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"NZL","New Zealand","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"NZL","New Zealand","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"NZL","New Zealand","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"NZL","New Zealand","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"NZL","New Zealand","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"NZL","New Zealand","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"NZL","New Zealand","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"NZL","New Zealand","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"NZL","New Zealand","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"POL","Poland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"POL","Poland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"POL","Poland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"POL","Poland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"POL","Poland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"POL","Poland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"POL","Poland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"POL","Poland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"POL","Poland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"NOR","Norway","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"BRA","Brazil","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"BRA","Brazil","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"BRA","Brazil","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"BRA","Brazil","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"BRA","Brazil","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"BRA","Brazil","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"BRA","Brazil","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"BRA","Brazil","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"BRA","Brazil","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"CHL","Chile","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_T","All public and private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"CHL","Chile","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_T","All public and private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"CHL","Chile","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_T","All public and private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"CHL","Chile","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_T","All public and private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"CHL","Chile","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_T","All public and private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"CHL","Chile","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_T","All public and private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"CHL","Chile","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_T","All public and private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"CHL","Chile","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_T","All public and private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"CHL","Chile","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_T","All public and private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"GRC","Greece","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"GRC","Greece","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"GRC","Greece","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"GRC","Greece","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"GRC","Greece","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"GRC","Greece","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"GRC","Greece","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"GRC","Greece","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"GRC","Greece","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"HUN","Hungary","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"HUN","Hungary","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"HUN","Hungary","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"HUN","Hungary","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"HUN","Hungary","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"HUN","Hungary","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"HUN","Hungary","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"HUN","Hungary","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"HUN","Hungary","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"BEL","Belgium","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_1","Primary education","INST_PRIV","All private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"FRA","France","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"FRA","France","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"FRA","France","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"FRA","France","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"FRA","France","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"FRA","France","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"FRA","France","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"FRA","France","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"FRA","France","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PRIV","All private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"TUR","Türkiye","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"TUR","Türkiye","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"TUR","Türkiye","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"TUR","Türkiye","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"TUR","Türkiye","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"TUR","Türkiye","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"TUR","Türkiye","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"TUR","Türkiye","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"TUR","Türkiye","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_3","Upper secondary education","INST_PUB","Public educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"CRI","Costa Rica","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"CRI","Costa Rica","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"CRI","Costa Rica","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"CRI","Costa Rica","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"CRI","Costa Rica","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"CRI","Costa Rica","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"CRI","Costa Rica","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"CRI","Costa Rica","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"CRI","Costa Rica","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_T","All public and private educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"ESP","Spain","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"ESP","Spain","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"ESP","Spain","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"ESP","Spain","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"ESP","Spain","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"ESP","Spain","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"ESP","Spain","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"ESP","Spain","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"ESP","Spain","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_34","Upper secondary general education","INST_PUB","Public educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"FIN","Finland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"FIN","Finland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"FIN","Finland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"FIN","Finland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"FIN","Finland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"FIN","Finland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2018","2018",,"m","Missing value; data cannot exist"
"FIN","Finland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2019","2019",,"m","Missing value; data cannot exist"
"FIN","Finland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2020","2020",,"m","Missing value; data cannot exist"
"FIN","Finland","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_35","Upper secondary vocational education","INST_PUB","Public educational institutions","2021","2021",,"m","Missing value; data cannot exist"
"JPN","Japan","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2013","2013",,"m","Missing value; data cannot exist"
"JPN","Japan","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2014","2014",,"m","Missing value; data cannot exist"
"JPN","Japan","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2015","2015",,"m","Missing value; data cannot exist"
"JPN","Japan","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2016","2016",,"m","Missing value; data cannot exist"
"JPN","Japan","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2017","2017",,"m","Missing value; data cannot exist"
"JPN","Japan","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","ISCED11_2","Lower secondary education","INST_PRIV","All private educational institutions","2018","2018",,"m","Missing value; data cannot exist"
